,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,top_10p_wealth_ratio,state_t,k_ast_t,Gamma_t,gamma_period_t,gamma_star_t,r_bar_t
0,0.0,0.49999999999999994,0.0,9.999000099990002e-05,0.0999900009999,0.0,-1.0,0.0,0.0,91.66666666666669,0.8
1,1.0,0.5046738317756996,1.0,0.00010279345897185975,0.10251339352046099,0.0,1.0,0.0,0.0,91.66666666666669,0.8
2,2.0,0.5093452143200187,1.0,0.00010564782996071318,0.10507319150688627,0.0,1.0,0.0,0.0,91.66666666666669,0.8
3,3.0,0.5140126827121804,1.0,0.00010855303352801939,0.10766898094462034,0.0,1.0,0.0,0.0,91.66666666666669,0.8
4,4.0,0.5186747781714431,1.0,0.00011150895747885804,0.11030031983984714,0.0,1.0,0.0,0.0,91.66666666666669,0.8
5,5.0,0.5233300502190074,1.0,0.00011451545811224002,0.1129667388669535,0.0,1.0,0.0,0.0,91.66666666666669,0.8
6,6.0,0.527977058812277,1.0,0.00011757236054104397,0.11566774207591868,0.0,1.0,0.0,0.0,91.66666666666669,0.8
7,7.0,0.5326143764445916,1.0,0.00012067945908009455,0.11840280765706268,0.0,1.0,0.0,0.0,91.66666666666669,0.8
8,8.0,0.5372405902037517,1.0,0.00012383651770070178,0.12117138876035788,0.0,1.0,0.0,0.0,91.66666666666669,0.8
9,9.0,0.5418543037829394,1.0,0.00012704327054969245,0.12397291436626384,0.0,1.0,0.0,0.0,91.66666666666669,0.8
10,10.0,0.5464541394377426,1.0,0.0001302994225307114,0.1268067902048668,0.0,1.0,0.0,0.0,91.66666666666669,0.8
11,11.0,0.5510387398835258,1.0,0.0001336046499453243,0.129672399719929,0.0,1.0,0.0,0.0,91.66666666666669,0.8
12,12.0,0.555606770127508,1.0,0.00013695860119121146,0.1325691050742767,0.0,1.0,0.0,0.0,91.66666666666669,0.8
13,13.0,0.5601569192303939,1.0,0.0001403608975145361,0.13549624819284248,0.0,1.0,0.0,0.0,91.66666666666669,0.8
